"year","fips","total_population","land_area","pop_density","pop_65_74","pop_75_84","pop_85_up","black_pop","hispanic_pop","hh_inc","gini3","home_value","poor_renter_units","no_burden_info4","pov_universe","extreme_pov_pop","pov_pop","owner_units","burdened_owners1","burdened_owners2","poor_burdened_renters","renter_units","burdened_renters"
"2007","13059",114063,944.299645361739,120.791107526367,4415,3972,1313,29996,,36391,0.509999990463257,159800,8376,846,106004,18537,30434,20482,6111,2996,7717,21133,10488
"2007","13063",272217,1908.66629033266,142.621578941679,11612,5348,1926,167775,30592,43568,0.381999999284744,132000,8230,318,263243,12399,32128,56836,20475,14972,8132,31227,18015
"2007","13067",691905,2034.11778421559,340.149919227425,32765,16695,6228,159750,78872,64817,0.442999988794327,219800,14347,1621,683922,32770,64175,183803,55947,34434,14122,68584,33030
"2007","13073",109100,376.188045992428,290.01453172756,5682,2974,1169,14970,,68263,0.397000014781952,164300,937,259,107898,4267,7603,32594,6917,5114,937,4870,2253
"2007","13077",118936,268.710816045532,442.617092048303,5862,3351,877,20669,,57923,0.391000002622604,178900,2857,578,118122,7699,13265,30109,8669,6048,2812,9277,4159
"2007","13089",737093,2748.23926417506,268.205541492856,34058,19104,8955,399054,74658,51706,0.474000006914139,197700,27073,2514,721969,48684,101789,164321,55585,41524,24966,98541,52683
"2007","13095",95693,290.331230633005,329.599402004951,6099,4583,1401,59864,,32208,0.512000024318695,101500,7085,1251,93533,12132,22493,17618,5622,2504,6366,17591,7587
"2007","13097",124495,624.663696671395,199.299239996479,5529,2694,551,41771,,55626,0.384999990463257,160300,2013,76,123046,6900,13509,31031,10149,6556,1957,10075,5093
"2007","13113",106144,538.666638409261,197.04951528733,6528,4139,1490,19731,,76789,0.41499999165535,254700,1194,209,105133,3908,6886,30483,9684,5180,1091,6305,4239
"2007","13115",95618,186.342575535935,513.13018361475,6677,5442,1524,12562,,42972,0.451999992132187,122700,4163,435,89894,7834,14944,23652,6082,3150,3788,8820,4679
"2007","13117",158914,703.796400624976,225.795414496129,7507,3768,954,5280,,84872,0.395000010728836,284400,738,304,158450,5969,8689,46373,10745,6148,583,7378,3082
"2007","13121",992137,1876.70834550156,528.658063666704,44441,22380,11167,423497,80928,58837,0.527999997138977,267800,36646,3138,969912,72709,131553,211999,68520,45356,30631,139428,67142
"2007","13127",74932,177.409277741102,422.36798973586,6538,3838,1131,19412,,46459,0.46399998664856,187500,2707,998,74021,4074,8076,18674,4631,2800,2447,10558,4559
"2007","13135",776380,1794.14468961198,432.729870949209,29949,12531,5146,159599,132123,63818,0.389999985694885,201800,11534,1873,770571,25310,64929,187533,62756,43428,11203,65515,31168
"2007","13139",180175,457.694157861995,393.658072547054,9989,4889,2871,12477,,51797,0.421000003814697,178700,3309,1203,175128,6311,20482,40190,10565,6372,2978,14877,6926
"2007","13151",186037,576.480373575923,322.711767004326,7931,4471,837,57341,,62899,0.358000010251999,177800,1899,677,184616,5979,14411,52502,17696,9362,1899,11703,6362
"2007","13153",131016,347.752585305463,376.750613902458,7941,3975,1338,35195,,53298,0.416999995708466,128400,4131,663,127332,7733,14071,33378,6812,3992,3948,13699,6241
"2007","13185",101790,201.875621856992,504.221357010148,5478,3331,784,34188,3065,40084,0.444999992847443,131600,4883,1455,97517,10745,19633,23803,5432,3600,3899,13452,6223
"2007","13215",187046,864.919482850142,216.258280347245,11259,8384,2480,86553,7348,41514,0.47299998998642,129500,9880,766,176316,16982,33030,40733,11051,6330,9455,28207,13156
"2007","13217",96019,347.349846104408,276.433115134124,5014,2166,834,34167,,49157,0.381000012159348,149400,2188,392,93818,4609,10001,25429,7893,5396,2002,6926,4333
"2007","13223",127906,408.08433656595,313.430309715721,4559,2356,557,17150,,57028,0.310999989509583,146900,1772,585,126644,5052,9236,37579,11207,3512,1604,9304,3410
"2007","13245",197372,609.10324480469,324.037019476538,12457,7444,3137,101866,5257,37075,0.479000002145767,97400,9519,1797,184201,22449,45364,42044,12084,6630,8829,28707,13629
"2007","13247",82052,628.121406299383,130.630797131106,4636,2530,796,31885,,55247,0.419999986886978,189600,2124,350,80790,2559,8690,18544,4588,2334,1945,7702,4494
"2007","13297",83144,252.57945564758,329.17958345753,5298,3147,1069,,,48205,0.416000008583069,159300,2985,307,81816,6304,12196,21189,6754,2826,2759,6099,3144
"2007","13313",93379,322.01309446789,289.985101861476,5247,2590,1616,3597,,40406,0.486999988555908,134600,3625,1057,92100,5510,19065,21234,5540,4384,3547,9039,4904
"2007","15001",173057,42.9633165379718,4028.01771243728,11403,9299,2792,622,19078,59111,0.446000009775162,374900,4222,2447,168063,8355,21549,43041,13819,10526,3430,17241,8348
"2007","15003",905601,1509.92301182912,599.766341002352,62574,51878,19663,26261,67128,65367,0.416000008583069,574400,21423,9615,884385,33977,67308,172215,57831,40966,18250,118399,65337
"2007","15009",141843,122.363249202547,1159.19608971161,9107,5922,2492,870,12813,63550,0.42399999499321,637200,2697,1659,140902,3695,6965,30470,11947,12352,2361,18053,8862
"2007","16001",373406,353.942357474759,1054.99099532507,19814,11727,5166,3705,24510,54607,0.45100000500679,235100,10682,1535,365319,10604,26957,100463,27918,19794,9535,39953,17495
"2007","16005",79925,71.7911715138245,1113.29845041753,4337,2934,811,458,,44374,0.432000011205673,128000,3303,143,76674,3601,11701,20870,4222,1416,3044,8153,3620
"2007","16019",96545,51.6704096841575,1868.47754043648,5342,3035,1793,409,,51065,0.444000005722046,146200,2455,293,95444,4586,9430,26134,5333,2806,2080,8199,4010
"2007","16027",179381,304.180855031717,589.718245026618,9036,6529,2853,1558,37540,42869,0.400000005960464,163200,5177,1598,175155,10321,26866,45008,15277,7524,4608,15929,6930
"2007","16055",134442,107.975146095099,1245.11987121176,9923,6661,2274,274,,46669,0.416000008583069,241600,4439,838,132088,5283,14901,38403,11611,7626,4071,13593,6337
"2007","16083",73086,37.9662472003849,1925.02565803394,5367,4208,1514,0,,39220,0.418999999761581,141000,2319,484,70804,5411,8762,20376,4581,2670,2240,7468,3481
"2007","17001",67046,78.2667855304367,856.63413344,5132,4346,2153,,,44048,0.46900001168251,97600,3001,717,64133,3440,7096,19779,3193,1168,1895,6397,2493
"2007","17019",190260,190.869649475828,996.805938097011,9070,6679,2326,23010,,43407,0.481000006198883,143800,13846,928,173353,17420,32601,42365,7589,3612,13111,32041,18789
"2007","17031",5285107,5588.68217406917,945.680365314434,317850,216178,84888,1348040,1207557,52564,0.486999988555908,281800,217905,19457,5201478,336379,758802,1201776,476579,351898,196508,693680,357886
"2007","17037",103729,163.570046538705,634.156449759613,4553,3298,1664,5597,,54894,0.409000009298325,205000,4234,876,95934,6459,11345,23398,6665,4230,3950,12437,6534
"2007","17043",929192,2785.30178088033,333.605502419316,52921,30049,15590,39533,113989,73472,0.451999992132187,325400,11711,2056,912147,20359,41366,263758,93641,61200,10740,70035,30985
"2007","17089",501021,962.695093215897,520.435809355101,22851,13095,5318,26964,141481,68484,0.409999996423721,250600,8819,1585,495834,14347,37750,127230,47287,29672,7567,34453,17630
"2007","17091",110705,163.583514404268,676.749123548063,7135,5222,2001,16370,,46418,0.402999997138977,139400,4239,398,105933,6442,13559,28832,8918,3254,3953,10913,5135
"2007","17093",96818,302.010160772131,320.578618124872,3642,2179,686,4633,15466,76020,0.328999996185303,249300,681,318,95738,1709,3693,26582,9810,5872,587,3438,1708
"2007","17097",710241,1586.90482137978,447.563704156158,37331,21378,7676,46670,136543,77834,0.472000002861023,310700,10483,2012,694551,18266,42197,183853,68478,42744,9603,47316,22456
"2007","17099",112616,99.2284597878473,1134.9163359058,8235,5827,4029,146,,48110,0.409000009298325,127800,4685,620,109777,4096,10618,32978,8953,5552,4020,11632,5379
"2007","17111",315943,523.510753830603,603.50813748944,17312,9979,3453,3708,,73286,0.381999999284744,262100,3341,1022,314812,8120,17943,90281,34031,21040,3125,15124,7697
"2007","17113",164209,138.745409681734,1183.52744337039,8088,5581,2670,12142,5577,54071,0.416999995708466,147700,6210,689,153721,10962,20443,42614,9122,4486,5487,19140,8988
"2007","17115",108732,187.300171023009,580.522694699744,8073,6245,2811,15082,,44762,0.462000012397766,89000,4693,684,105954,7163,17020,32643,4993,3334,3886,11712,5771
"2007","17119",267347,368.745234579397,725.018183095829,18078,14030,5015,21541,,52217,0.43299999833107,123800,10396,2097,260201,12516,29209,81822,15801,7994,9165,23105,13197
"2007","17143",182993,295.377514950407,619.522444119432,12026,9496,3631,30072,5097,46652,0.465999990701675,116800,9726,1079,177737,10659,23347,50343,10111,5088,8405,22077,11157
"2007","17161",147329,345.233884923874,426.751273364973,11025,7699,3646,11803,,45031,0.418999999761581,105000,6367,792,142876,8208,19251,42551,9420,5562,5257,15867,6876
"2007","17163",261316,393.662253856542,663.80761030553,15702,13301,3576,75346,,46435,0.446000009775162,122500,12105,1782,257580,17319,40780,69667,17233,10208,10070,30295,16180
"2007","17167",194122,223.595924179512,868.182193894335,13552,9330,4076,20275,,47830,0.446000009775162,115100,8335,1489,190571,10723,25309,58171,13051,7222,7500,22560,10439
"2007","17179",131154,202.12983939105,648.860160355955,9880,6588,3442,1054,,52332,0.41100001335144,125400,4088,626,127872,3467,9581,40536,7153,2578,3472,11708,5119
"2007","17183",81191,90.3045284832428,899.080050177839,6389,4764,1895,10249,,37227,0.41100001335144,73000,3146,822,79325,7033,15454,23017,4289,2904,2454,8384,4063
"2007","17197",673586,804.819361109411,836.940601269195,30988,18007,6069,72663,97287,71384,0.379000008106232,243900,8838,1217,662448,18648,38201,184465,71488,41444,7791,30277,15682
"2007","17201",298759,581.540865338857,513.736897622692,18569,13506,5437,34399,30133,48101,0.446999996900558,124800,10691,1164,293649,21180,41900,80499,20689,10912,9165,28429,14275
"2007","18003",349488,531.743100103804,657.249713126084,19682,13925,6333,39882,20149,47729,0.412000000476837,114100,11788,1428,343408,13314,36219,96439,19221,11384,10174,36722,14605
"2007","18005",74750,183.733952092027,406.838252532444,5516,3018,1616,1459,,54406,0.412999987602234,128900,2083,318,72143,4337,9046,20435,3382,2258,1644,7097,2512
"2007","18019",105035,280.064485332178,375.038626819893,6715,4958,1237,7867,,44454,0.398999989032745,124400,4450,779,103752,2816,10557,30794,7497,2932,3558,12256,5189
"2007","18035",115419,293.469122069949,393.291802510282,8855,5747,2193,8279,,37702,0.444000005722046,95000,8357,475,106159,11238,19256,31993,6133,4364,7371,15078,9099
"2007","18039",197942,426.770619362198,463.813559367843,10777,7303,2840,9841,27405,47965,0.412999987602234,128200,6746,1394,194448,8030,22492,49730,11130,5644,6180,20200,9942
"2007","18043",73064,493.680580048938,147.998529722918,4924,3283,1114,,,53441,0.412999987602234,148700,2887,556,72105,3781,7495,21071,4127,1062,2143,6908,2820
"2007","18053",68847,166.28557340416,414.02870129128,6029,3854,1311,5358,,36143,0.412000000476837,83000,3075,609,65792,4843,11356,20090,4532,2792,2616,7027,3327
"2007","18057",261661,657.539068477734,397.939852617078,11327,7314,1569,8182,,81916,0.419999986886978,206700,2686,1606,260560,4525,10148,72526,13303,8232,2400,18363,5816
"2007","18059",66305,216.594532886421,306.124993629314,4579,2471,1026,1708,,62005,0.361000001430511,157400,1006,362,65596,1061,2779,20719,5114,2128,843,3726,1337
"2007","18063",134558,329.481030526814,408.393769391982,7383,4584,1248,6316,,66251,0.351999998092651,159700,1615,536,131217,2772,6700,41779,9738,5424,1467,8581,3660
"2007","18067",83776,285.859892521452,293.066646254732,7080,3879,1767,6302,,44361,0.402999997138977,109300,3224,1130,80040,5319,11124,25133,5198,2774,2182,9015,3568
"2007","18081",135951,424.590289206794,320.193380432651,8068,5297,1969,2104,,59333,0.402999997138977,141600,3923,1154,129783,5454,8600,37709,7404,3550,3477,11942,5208
"2007","18085",76115,141.608591291271,537.502698854203,5057,3146,1381,568,,50332,0.41499999165535,132000,2373,730,74729,4036,6404,22096,4726,1876,2269,7477,2973
"2007","18089",492104,990.179135106298,496.984820779092,32245,23016,7839,124823,70457,48042,0.425999999046326,136300,18707,1955,486273,41349,71806,129523,38554,22890,15732,51473,24751
"2007","18091",109787,183.517278485614,598.237947434505,7510,5531,2478,10838,,43480,0.412999987602234,122400,3303,740,103676,6023,14649,31126,7176,5646,2724,9914,4161
"2007","18095",131312,290.429829580549,452.129866238762,10629,7296,2823,9160,,42783,0.41100001335144,97200,5491,874,126676,7929,16925,37507,7331,3388,4817,12603,6397
"2007","18097",876804,2212.7608009284,396.248884936919,48069,34481,12117,219230,61062,45071,0.456000000238419,122500,44660,4341,857909,62539,131850,219266,59239,35786,40383,129782,60222
"2007","18105",128643,326.218481044797,394.346143688697,6460,4673,1635,4626,,37534,0.49099999666214,143500,10779,896,115823,21247,31638,27124,5686,2458,9740,19946,12496
"2007","18109",69874,171.904231414486,406.470506427057,4772,1962,1334,,,52399,0.389999985694885,144800,1095,550,69845,2305,5216,20436,5052,2458,976,4025,2089
"2007","18127",160578,384.056648645428,418.110194332947,9953,5632,2837,4708,,59521,0.418999999761581,163300,4477,360,156480,8072,15952,46632,9795,6126,4033,14912,6591
"2007","18141",266088,581.815764884658,457.340649840849,15856,13725,4863,30664,16317,44260,0.435999989509583,114600,10355,1206,251971,16411,33237,71283,16789,8624,9096,26788,12442
"2007","18157",163364,326.864254816232,499.791572779488,7619,5683,1956,6555,,40910,0.46399998664856,133000,11691,1185,147873,16607,28722,33154,7571,4248,11394,25629,15390
"2007","18163",174425,743.587352148574,234.572306126515,11582,8575,4939,15309,,42015,0.437999993562698,113000,9707,503,164568,12319,22713,46659,9544,6344,8620,24299,12158
"2007","18167",104915,260.144859419064,403.294534569272,6638,5518,1998,6119,,36584,0.437999993562698,91000,5367,1076,94667,7040,15698,27307,6166,3186,4374,12671,6165
"2007","18177",68260,169.141914074244,403.566439303966,5513,3790,1869,3126,,39082,0.425999999046326,95300,2784,964,66812,4809,9541,19896,4919,3902,1726,7087,2263
"2007","19013",127446,224.727155958169,567.114372344582,8488,6182,3096,10018,,41434,0.446999996900558,121200,6988,510,121267,9630,22188,34854,7320,3088,6529,14852,8105
"2007","19061",92359,151.867178777686,608.156421574154,6610,4904,2323,998,,46320,0.430999994277954,131500,3625,284,89551,2101,6808,27440,5476,2370,2710,8966,3437
"2007","19103",125692,204.550456787502,614.479194884301,5356,3249,1563,5003,,51589,0.455000013113022,172900,7707,706,117269,9665,19112,30784,6651,3924,7323,18566,9856
"2007","19113",205836,286.902486211881,717.442371161565,12888,9373,3367,6856,,52320,0.426999986171722,135100,7840,640,201636,10121,20577,62436,12166,3526,6642,23639,9492
"2007","19153",418339,734.770506406689,569.34647805318,23032,16440,6593,21259,26668,54167,0.435999989509583,151800,13527,1706,410760,18128,38490,122880,29787,13548,12397,43662,19695
"2007","19155",89409,93.6943724744057,954.262221292145,6270,4513,1503,622,,48912,0.395000010728836,128500,2928,705,87410,4485,9228,26160,6513,4386,2263,9570,3896
"2007","19163",162687,355.262885687896,457.934128652334,10667,6170,3236,10365,7681,47052,0.435000002384186,131800,7451,1000,158433,8398,17222,45594,9671,5582,6600,17589,8425
"2007","19169",84752,147.945374911839,572.860084679929,4030,3050,1504,1570,,47827,0.453999996185303,156500,4716,545,77071,5836,11687,18021,2941,998,4300,13566,7271
"2007","19193",102287,117.221692138785,872.594467233053,6158,4716,2033,2921,,44565,0.414000004529953,91800,4792,442,97414,5994,15213,26248,5318,2290,4164,11139,4807
"2007","20045",113488,248.403033848398,456.870426426686,5066,3460,1329,4608,4369,42772,0.507000029087067,179400,7367,563,102731,9221,17193,25152,6796,4442,6813,17902,10621
"2007","20091",526319,1103.91244752405,476.776035255762,28364,18852,7121,22380,30741,71658,0.421000003814697,211700,8011,3173,518645,12373,21998,146133,32735,16206,7317,50988,18120
"2007","20103",74018,159.772258767221,463.271913228942,3957,2118,877,6287,3101,59659,0.38400000333786,171000,1789,722,68311,2875,4756,16527,2886,1434,1536,7674,3526
"2007","20161",69083,113.334364896263,609.550334210043,2624,1595,1147,4669,,36570,0.465000003576279,161200,4685,1072,60678,8628,12337,11961,2591,844,4243,11427,6610
"2007","20173",476026,476.323334725026,999.375771239095,27720,19410,7159,41548,50330,46976,0.446999996900558,115500,19306,2432,467422,22922,62258,126963,24821,12668,17233,55106,24681
"2007","20177",173476,315.516852809521,549.815321924271,12236,7952,3471,15932,15086,46566,0.426999986171722,114500,7371,771,169577,9185,20317,48701,9815,4858,5761,22446,8652
"2007","20209",153956,1016.95144525914,151.389725357801,8106,4796,2830,40945,,37233,0.400999993085861,98600,7749,1555,152180,12011,31209,36320,12285,6270,6478,20073,9675
"2007","21015",112459,456.667213169043,246.260289236861,5557,3320,752,3270,,67224,0.367000013589859,176600,1579,458,110315,2237,5251,30175,6113,3394,1254,8978,3361
"2007","21029",73931,247.197654651216,299.076462130326,4588,2293,190,,,47200,0.388999998569489,134300,1989,417,73448,3219,7888,22550,6029,4370,1724,4923,1813
"2007","21037",86858,573.114562899574,151.554341178415,5723,4289,1147,2562,,51724,0.458999991416931,137400,3904,216,83507,3198,7472,25423,4726,2762,2973,9291,4233
"2007","21047",80868,112.111901458167,721.315033892049,4193,3053,612,17239,,38698,0.416999995708466,93800,2957,618,73195,5796,15006,16727,2970,2598,2226,8055,3178
"2007","21059",93756,202.764404696828,462.388850450272,7007,4874,1723,5011,,40928,0.428000003099442,110600,5983,446,89244,7501,14882,26505,4577,1842,4463,11592,5987
"2007","21067",279044,980.76962586831,284.515336364493,16268,9691,3387,39735,,46296,0.479999989271164,159900,16791,1860,270095,16899,43484,70031,17042,10470,14863,47450,20420
"2007","21093",97949,155.975446506152,627.97704506739,6025,3342,1687,10491,,49159,0.404000014066696,123500,1736,1112,92897,2898,9280,24235,4416,2314,1451,10349,3389
