GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,I2LE001,I2LE002,I2LE003,I2LE004,I2LE005,I2LE006,I2LE007,I2LE008,I2LE009,I2LE010,I2LE011,I2LE012,I2LE013,I2LE014,I2LE015,I2LE016,I2LE017,NAME_M,I2LM001,I2LM002,I2LM003,I2LM004,I2LM005,I2LM006,I2LM007,I2LM008,I2LM009,I2LM010,I2LM011,I2LM012,I2LM013,I2LM014,I2LM015,I2LM016,I2LM017
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,NECTA Division Code,Urban Area Code,Congressional District (111th Congress) Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Estimates: Area Name,Estimates: Total,"Estimates: Less than $10,000","Estimates: $10,000 to $14,999","Estimates: $15,000 to $19,999","Estimates: $20,000 to $24,999","Estimates: $25,000 to $29,999","Estimates: $30,000 to $34,999","Estimates: $35,000 to $39,999","Estimates: $40,000 to $44,999","Estimates: $45,000 to $49,999","Estimates: $50,000 to $59,999","Estimates: $60,000 to $74,999","Estimates: $75,000 to $99,999","Estimates: $100,000 to $124,999","Estimates: $125,000 to $149,999","Estimates: $150,000 to $199,999","Estimates: $200,000 or more",Margins of error: Area Name,Margins of error: Total,"Margins of error: Less than $10,000","Margins of error: $10,000 to $14,999","Margins of error: $15,000 to $19,999","Margins of error: $20,000 to $24,999","Margins of error: $25,000 to $29,999","Margins of error: $30,000 to $34,999","Margins of error: $35,000 to $39,999","Margins of error: $40,000 to $44,999","Margins of error: $45,000 to $49,999","Margins of error: $50,000 to $59,999","Margins of error: $60,000 to $74,999","Margins of error: $75,000 to $99,999","Margins of error: $100,000 to $124,999","Margins of error: $125,000 to $149,999","Margins of error: $150,000 to $199,999","Margins of error: $200,000 or more"
"G4200630","2010",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,"Indiana County, Pennsylvania",34310,4365,2093,2115,2112,2538,1806,1603,1501,1818,2715,3664,3697,1747,1022,861,653,"Indiana County, Pennsylvania",1163,992,592,601,648,687,542,544,465,400,619,660,762,430,486,399,279
"G4200690","2010",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,"Lackawanna County, Pennsylvania",84662,6507,4675,5763,5794,5796,5895,6156,3494,3519,6563,8118,9261,5945,2620,2160,2396,"Lackawanna County, Pennsylvania",3420,1048,1057,946,1069,1325,919,1040,909,898,1217,1515,1214,1096,611,627,573
"G4200710","2010",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,"Lancaster County, Pennsylvania",194028,9341,11213,11245,10699,9849,11240,9918,9610,9959,19184,21648,25878,14935,7772,6413,5124,"Lancaster County, Pennsylvania",1883,1510,1632,1730,1625,1545,1508,1505,1364,1365,2038,2105,2174,1871,1251,955,1050
"G4200730","2010",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,"Lawrence County, Pennsylvania",36484,2913,3605,2859,2842,2693,2228,1622,2308,1646,2795,3488,3864,1763,856,766,236,"Lawrence County, Pennsylvania",1223,669,795,717,640,635,691,538,595,517,679,823,725,472,434,387,168
"G4200750","2010",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,"Lebanon County, Pennsylvania",50701,2491,2643,2173,2440,2388,3443,2748,3169,2720,5058,5877,7093,3699,1993,1262,1504,"Lebanon County, Pennsylvania",1423,816,807,552,732,790,817,663,776,718,933,1082,870,794,691,500,627
"G4200770","2010",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,"Lehigh County, Pennsylvania",133421,10196,7137,6653,7984,6337,7574,7674,4816,5982,11154,14292,17388,10261,6253,4917,4803,"Lehigh County, Pennsylvania",3873,1469,1017,1325,1415,1242,1248,1445,1156,1233,1414,1888,2085,1380,1090,973,1061
"G4200790","2010",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,"Luzerne County, Pennsylvania",129884,11117,10088,8984,9431,8255,8015,6351,5938,6805,11516,11237,15278,7737,3893,2987,2252,"Luzerne County, Pennsylvania",3262,1642,1346,1499,1357,1221,1263,1061,962,1206,1749,1284,1539,1121,893,838,655
"G4200810","2010",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,"Lycoming County, Pennsylvania",45611,4491,4102,2412,3214,2500,2908,2705,2423,2378,4842,5699,3839,1887,1201,576,434,"Lycoming County, Pennsylvania",1308,923,979,623,781,628,747,594,777,599,1014,877,746,475,394,254,232
"G4200850","2010",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,"Mercer County, Pennsylvania",46768,3931,3616,3757,3504,3508,2609,2174,2591,2319,4693,4413,5031,2211,1012,738,661,"Mercer County, Pennsylvania",1615,802,833,820,823,884,630,584,590,585,897,806,895,556,302,295,480
"G4200890","2010",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,"Monroe County, Pennsylvania",58234,3677,3455,3089,3451,2406,2426,2500,2855,3113,4055,7089,8368,5342,2670,2330,1408,"Monroe County, Pennsylvania",2742,1158,1160,875,1230,662,802,1124,990,912,890,1304,1647,1197,884,779,687
"G4200910","2010",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,"Montgomery County, Pennsylvania",308233,9945,10182,10227,10409,11387,12783,11877,11297,10868,23459,30616,44377,34572,21967,26694,27573,"Montgomery County, Pennsylvania",3022,1530,1725,1463,1313,1482,1717,1712,1806,1644,2246,2903,2510,2398,2170,2251,2154
"G4200950","2010",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,"Northampton County, Pennsylvania",111706,6582,5305,4388,6563,5537,5409,4914,5627,5400,8724,11971,15877,10380,5641,5809,3579,"Northampton County, Pennsylvania",1919,1188,1090,911,1160,978,962,952,1226,1176,1290,1515,1524,1434,1046,1195,835
"G4200970","2010",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,"Northumberland County, Pennsylvania",38424,2613,2860,3418,4195,2955,2982,1895,1500,1673,3621,3634,4231,1269,802,443,333,"Northumberland County, Pennsylvania",1656,750,720,837,770,665,753,505,459,571,627,876,718,432,290,223,200
"G4201010","2010",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,"Philadelphia County, Pennsylvania",575413,96956,48163,39706,39758,33038,33498,28330,26106,22578,44367,48878,49165,25293,14199,14013,11365,"Philadelphia County, Pennsylvania",6623,5022,2988,3126,3047,3521,2770,3145,2583,2176,3207,3675,3454,2793,1794,2359,1372
"G4201070","2010",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,"Schuylkill County, Pennsylvania",60449,3526,6112,4005,4022,4718,4069,3645,3029,2732,5695,6400,5903,3490,1384,1137,582,"Schuylkill County, Pennsylvania",1692,682,998,854,742,980,823,736,774,669,1032,1059,935,662,462,429,287
"G4201110","2010",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,"Somerset County, Pennsylvania",29592,2414,2924,2314,1912,1566,2005,1668,2277,1172,2991,3160,2756,1267,517,399,250,"Somerset County, Pennsylvania",1131,513,662,512,479,355,583,472,549,345,751,584,587,407,258,247,158
"G4201250","2010",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,"Washington County, Pennsylvania",83804,5284,5857,5543,4560,4343,5426,3963,4436,3879,6685,9234,10730,5411,2989,2814,2650,"Washington County, Pennsylvania",1676,900,1159,1040,882,875,1150,765,887,909,1025,1294,1389,982,605,695,695
"G4201290","2010",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,"Westmoreland County, Pennsylvania",150860,10417,9966,9610,11091,8445,8730,7577,7931,6284,13196,16485,18103,11335,4187,4660,2843,"Westmoreland County, Pennsylvania",2589,1449,1414,1312,1527,1263,1256,1104,1244,1057,1354,1854,2059,1576,927,911,757
"G4201330","2010",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,"York County, Pennsylvania",170055,8408,7830,7617,7742,8531,8786,8740,8445,7455,16205,21010,23694,17721,7386,6396,4089,"York County, Pennsylvania",2119,1354,1473,1216,1392,1233,1515,1318,1314,1115,1928,2111,2008,1653,1151,1259,836
"G4400030","2010",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,"Kent County, Rhode Island",67130,4841,3607,2769,3864,3793,2887,2870,2548,3156,6931,7281,9889,4376,3278,3260,1780,"Kent County, Rhode Island",1663,1064,933,736,958,959,807,875,858,867,1514,1070,1489,953,705,705,494
"G4400050","2010",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,"Newport County, Rhode Island",35067,1183,1214,890,1453,1382,2587,558,2163,712,2374,2903,5825,5146,1710,2310,2657,"Newport County, Rhode Island",1494,480,441,460,531,859,956,406,712,357,789,679,1125,1095,523,609,752
"G4400070","2010",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,"Providence County, Rhode Island",232968,24561,16420,15381,13542,10819,11340,11115,11591,8379,18786,23625,26646,16161,9474,8623,6505,"Providence County, Rhode Island",3499,2305,1926,2044,1600,1670,1711,1882,1577,1562,2289,2273,2165,1674,1545,1333,1169
"G4400090","2010",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,"Washington County, Rhode Island",47837,2377,1118,2147,2412,1474,2141,2190,1776,1444,3342,5081,7319,4401,3670,3622,3323,"Washington County, Rhode Island",2067,618,471,673,850,613,810,764,662,511,900,1177,1361,1025,938,861,956
"G4500030","2010",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,"Aiken County, South Carolina",64549,7451,3741,3903,4139,3320,3860,3407,3486,2214,5066,6389,7506,4946,2229,1882,1010,"Aiken County, South Carolina",2102,1436,899,1090,1088,924,1048,842,1022,787,1147,1398,1209,1157,647,665,472
"G4500070","2010",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,"Anderson County, South Carolina",73794,7320,5497,8067,6408,3837,4295,2963,2566,2558,5792,7799,9058,2949,2353,1119,1213,"Anderson County, South Carolina",2568,1514,1359,1540,1221,985,965,831,609,845,1454,1473,1344,766,689,503,388
"G4500130","2010",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,"Beaufort County, South Carolina",64391,2935,2388,2445,3513,2736,4627,3031,3962,3265,5590,8246,9074,4540,3003,1766,3270,"Beaufort County, South Carolina",2537,1031,890,800,1130,848,1238,735,1010,1026,1291,1751,1392,925,732,676,977
"G4500150","2010",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,"Berkeley County, South Carolina",62520,3877,3661,3238,3828,3264,3669,3112,2948,4038,6604,7345,8562,3743,1861,1566,1204,"Berkeley County, South Carolina",2316,1008,1087,930,1059,936,1099,971,922,1007,1473,1379,1374,1097,588,665,616
"G4500190","2010",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,"Charleston County, South Carolina",140640,13113,9019,8187,9659,6173,7249,7077,7895,6621,11073,11986,14148,10626,4583,6917,6314,"Charleston County, South Carolina",3213,1827,1438,1279,1707,1372,1398,1316,1656,1372,1515,1563,1957,1788,1057,1184,1156
"G4500310","2010",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,"Darlington County, South Carolina",26889,2811,2662,2896,2231,1717,1796,958,1221,1218,1477,3227,2490,635,795,460,295,"Darlington County, South Carolina",1124,837,790,1016,988,710,778,426,537,526,555,918,735,365,450,340,247
"G4500350","2010",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,"Dorchester County, South Carolina",49414,2291,2796,2935,3096,3068,2377,2341,2955,2201,4169,5265,7320,4286,1938,1441,935,"Dorchester County, South Carolina",1743,813,832,914,767,887,714,711,1125,639,1102,1089,1330,1082,755,638,577
"G4500410","2010",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,"Florence County, South Carolina",52329,7485,3325,2526,3520,3462,2550,4493,2946,1596,5201,5021,4555,2952,698,1175,824,"Florence County, South Carolina",1471,1517,833,756,852,895,917,1213,879,529,1070,994,982,966,382,423,400
"G4500450","2010",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,"Greenville County, South Carolina",172398,14620,10925,11590,10168,10071,10360,9645,8522,7644,12671,18057,18762,12991,5790,5595,4987,"Greenville County, South Carolina",2980,2163,1631,2115,1640,1790,1582,1535,1462,1412,1803,2050,2134,1748,1076,1115,987
"G4500470","2010",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,"Greenwood County, South Carolina",26100,3947,2257,2092,2961,1455,1622,1280,1404,272,1151,2711,1841,1531,802,606,168,"Greenwood County, South Carolina",1394,1126,755,705,940,631,594,622,612,209,464,787,574,678,449,358,188
"G4500510","2010",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,"Horry County, South Carolina",111352,8481,7819,8103,8018,8233,7972,5411,5429,8205,8918,11468,11189,4243,2908,2649,2306,"Horry County, South Carolina",3442,1551,1433,1795,1467,1774,1636,1166,1385,1556,1359,1801,1582,1039,860,837,703
"G4500570","2010",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,"Lancaster County, South Carolina",29862,3656,2368,1636,3149,1258,2652,1786,1307,1058,1966,4212,2572,1221,348,517,156,"Lancaster County, South Carolina",991,995,791,615,822,460,800,593,524,451,623,1121,858,500,192,305,201
"G4500590","2010",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,"Laurens County, South Carolina",25714,2682,2070,2590,1639,1518,2019,1350,1385,1372,2737,2474,1930,911,481,327,229,"Laurens County, South Carolina",1356,938,632,886,740,617,792,693,553,569,889,842,722,509,377,264,200
"G4500630","2010",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,"Lexington County, South Carolina",101803,6197,4819,5489,4104,5361,6264,5408,6325,4635,9527,12458,14236,7762,3362,2901,2955,"Lexington County, South Carolina",2238,1263,1058,1229,1003,1107,1339,1183,1434,1261,1635,1845,1828,1334,760,870,813
"G4500730","2010",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,"Oconee County, South Carolina",29783,2274,1957,2232,2408,2074,1204,1732,1471,1144,2692,3403,3889,873,899,672,859,"Oconee County, South Carolina",1965,728,692,805,700,797,569,567,518,620,743,879,1073,407,410,386,399
"G4500750","2010",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,"Orangeburg County, South Carolina",33789,6926,3472,2207,1733,1901,1849,1995,2201,1039,2261,3267,2864,1018,301,358,397,"Orangeburg County, South Carolina",1816,1236,809,593,712,609,560,598,742,512,580,891,769,443,271,245,236
"G4500770","2010",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,"Pickens County, South Carolina",43421,3666,3378,3086,3602,2645,3583,2089,2323,2681,3712,3886,4270,2267,1188,508,537,"Pickens County, South Carolina",1950,1094,845,795,982,814,997,746,615,913,948,1040,922,756,592,279,294
"G4500790","2010",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,"Richland County, South Carolina",143987,12923,8605,9298,9772,8421,8053,7355,5966,6451,12858,14963,16927,9394,4434,4888,3679,"Richland County, South Carolina",3062,1545,1723,1599,1557,1574,1586,1476,1268,1415,1805,1795,1956,1436,851,1033,950
"G4500830","2010",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,"Spartanburg County, South Carolina",105598,9336,7366,7946,6233,6054,6613,6615,5566,5275,9283,10959,9986,6305,3430,3020,1611,"Spartanburg County, South Carolina",2300,1218,1411,1375,1304,1265,1272,1182,1129,1105,1211,1772,1502,1226,779,855,538
"G4500850","2010",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,"Sumter County, South Carolina",38363,4755,2911,2940,3606,1955,2412,2220,2343,2032,3523,3341,3205,1782,613,555,170,"Sumter County, South Carolina",1834,1156,894,884,873,712,823,670,865,715,853,826,807,569,319,297,143
"G4500910","2010",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,"York County, South Carolina",84382,6030,5408,4273,3787,4216,5534,4063,4660,3689,5998,9610,10236,7698,4993,2378,1809,"York County, South Carolina",2036,1268,1132,1077,869,810,1238,1212,1125,823,1199,1508,1614,1439,1463,584,608
"G4600990","2010",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,"Minnehaha County, South Dakota",67022,4078,3969,2725,3923,3900,4235,3894,3926,3296,5827,8148,8697,5204,2049,1471,1680,"Minnehaha County, South Dakota",2353,930,918,859,827,965,987,1064,1036,936,1185,1351,1295,891,578,539,449
"G4601030","2010",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,"Pennington County, South Dakota",41683,3254,2551,2244,1696,2222,3939,2151,2572,1926,3284,4137,5202,3271,1257,763,1214,"Pennington County, South Dakota",1137,949,847,736,698,685,946,610,783,623,908,855,845,894,530,402,497
"G4700010","2010",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,"Anderson County, Tennessee",30046,1602,2238,1917,1799,2023,1382,1770,1325,1428,3038,3396,3271,1653,1370,1216,618,"Anderson County, Tennessee",1277,556,615,763,626,857,542,596,537,526,825,880,708,529,439,569,341
"G4700090","2010",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,"Blount County, Tennessee",47015,3624,2542,3017,3440,3830,3529,2947,2795,1615,5004,5224,4803,2221,1116,487,821,"Blount County, Tennessee",1978,1053,839,905,916,919,1070,846,852,559,1176,1008,1019,603,430,302,380
"G4700110","2010",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,"Bradley County, Tennessee",37398,3539,3652,3006,2286,2634,2653,2114,2626,1776,3234,3924,2476,1352,562,674,890,"Bradley County, Tennessee",1411,849,965,871,774,826,949,699,899,684,928,1024,713,446,307,427,463
"G4700370","2010",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,"Davidson County, Tennessee",249899,23873,19427,13288,15582,13641,14860,13359,14281,13667,21112,25007,23977,12872,6915,7565,10473,"Davidson County, Tennessee",3777,2506,2148,2043,1992,2012,1866,2244,2011,1892,2058,2335,2092,1503,1153,1285,1436
"G4700590","2010",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,"Greene County, Tennessee",28162,3121,3427,2537,1776,1391,1774,1804,1000,1424,2836,2582,2081,1391,396,354,268,"Greene County, Tennessee",1613,858,940,831,692,494,667,641,440,551,764,809,753,578,274,301,231
"G4700650","2010",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,"Hamilton County, Tennessee",135731,10813,9142,10896,7757,7864,8055,7765,6508,5290,10760,13946,14260,9487,4545,4345,4298,"Hamilton County, Tennessee",2359,1590,1747,1659,1549,1362,1674,1403,1371,958,1868,2127,2026,1385,1023,937,900
"G4700930","2010",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,"Knox County, Tennessee",180711,15739,9724,13067,12074,13862,10495,8810,8738,8434,14281,18602,18379,11621,6556,4893,5436,"Knox County, Tennessee",3209,1720,1444,2133,2039,2019,1975,1359,1680,1487,1896,2330,2103,2045,1268,1095,1055
"G4701130","2010",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,"Madison County, Tennessee",34312,3309,2796,1731,2276,2086,2514,2253,2136,1036,2878,3027,3682,1772,1025,735,1056,"Madison County, Tennessee",1652,881,837,687,860,714,757,825,656,448,834,921,857,575,466,342,491
"G4701190","2010",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,"Maury County, Tennessee",31812,3072,2531,2607,1566,1676,1319,1248,1698,1973,2966,4081,3111,1797,542,606,1019,"Maury County, Tennessee",1243,955,665,904,605,670,592,554,828,524,849,1024,731,600,298,485,589
"G4701250","2010",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,"Montgomery County, Tennessee",62218,5645,3099,2753,3086,3610,4156,3905,3773,3175,5464,8189,8244,3624,1681,909,905,"Montgomery County, Tennessee",1959,1245,891,853,960,1100,1319,872,995,819,1226,1268,1366,803,595,421,506
"G4701410","2010",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,"Putnam County, Tennessee",28298,3950,2023,2639,1804,2311,1932,1345,1108,710,1780,2893,2932,1397,347,590,537,"Putnam County, Tennessee",1822,993,783,831,593,824,658,527,593,353,671,697,726,498,229,392,438
"G4701470","2010",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,"Robertson County, Tennessee",23806,965,908,1179,975,1492,1258,1630,1586,1182,2548,3230,3675,1636,1051,384,107,"Robertson County, Tennessee",870,442,532,528,406,516,423,656,637,582,692,917,791,611,455,250,112
"G4701490","2010",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,"Rutherford County, Tennessee",93581,5728,4449,4387,5641,4038,4522,6550,6004,3834,8515,11467,14652,7763,2181,2237,1613,"Rutherford County, Tennessee",1756,1292,1041,1134,1200,984,1019,1583,1519,1171,1576,1666,1740,1329,640,678,548
"G4701550","2010",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,"Sevier County, Tennessee",36141,2021,3854,2688,3088,2403,2102,1770,2191,1366,2950,4242,3920,1963,523,765,295,"Sevier County, Tennessee",2171,726,1073,989,1095,664,712,774,911,636,1047,1094,1132,828,259,550,252
"G4701570","2010",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,"Shelby County, Tennessee",339014,33989,20944,19555,18069,20456,21128,18611,19775,13737,24740,34261,34438,22692,12898,12128,11593,"Shelby County, Tennessee",4232,3023,2314,2568,2387,2617,2533,2506,2305,2037,2421,3110,3023,2148,1689,1659,1518
"G4701630","2010",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,"Sullivan County, Tennessee",64961,5560,7069,6130,5275,4707,4068,2554,3488,2964,5114,5391,6238,2190,1566,940,1707,"Sullivan County, Tennessee",1848,1154,1250,1221,1075,1131,760,732,932,944,1085,970,1112,680,574,456,567
"G4701650","2010",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,"Sumner County, Tennessee",59291,4363,3520,3631,3197,3553,4224,2598,2729,2964,4169,6239,7736,5428,1676,1944,1320,"Sumner County, Tennessee",1489,897,970,979,846,857,1174,743,813,872,912,1376,1250,1289,631,607,489
"G4701790","2010",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,"Washington County, Tennessee",50214,5566,3417,2270,3309,3272,2958,3358,2439,2633,4553,3368,5359,2727,1985,1148,1852,"Washington County, Tennessee",2060,1166,951,686,979,1054,868,975,628,940,1084,879,1240,827,754,443,707
"G4701870","2010",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,"Williamson County, Tennessee",66036,2074,2360,2308,3166,1671,2890,2303,2174,2308,4174,5307,8899,7881,5382,6437,6702,"Williamson County, Tennessee",1123,766,737,840,1000,619,883,820,657,858,939,1142,1361,1246,1054,1290,1149
"G4701890","2010",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,"Wilson County, Tennessee",41822,1583,2432,1805,1978,2501,2694,1572,2239,1707,4230,4042,5804,4764,2107,1012,1352,"Wilson County, Tennessee",1511,470,739,722,580,850,729,700,808,612,862,1027,1087,917,663,415,449
"G4800050","2010",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,"Angelina County, Texas",31735,2358,2946,2506,2879,1307,2812,1637,1467,1321,2497,4008,3034,1137,801,532,493,"Angelina County, Texas",1409,794,1075,713,941,686,855,558,539,472,962,1121,912,562,452,370,376
"G4800210","2010",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,"Bastrop County, Texas",25266,1625,1080,1568,1755,1413,1266,1009,1695,1258,2244,3111,3469,2629,389,577,178,"Bastrop County, Texas",1631,740,789,728,725,765,724,607,821,580,819,967,1011,790,252,357,170
"G4800270","2010",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,"Bell County, Texas",104508,6549,5077,5228,4138,6265,6253,6311,6850,5349,12125,12696,14041,5707,4203,2169,1547,"Bell County, Texas",2882,1170,1119,1231,1036,1019,1341,1332,1504,1243,1516,1791,1948,1100,1040,757,591
"G4800290","2010",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,"Bexar County, Texas",596937,50815,34416,30322,36748,32490,33482,29588,33021,27463,52723,60745,72797,41615,21304,21471,17937,"Bexar County, Texas",5209,4383,3102,3037,3339,2984,3409,3179,3180,2241,3916,3940,3932,3355,2347,2335,1839
"G4800370","2010",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,"Bowie County, Texas",33776,3785,1669,2170,2871,1557,2104,2149,770,1321,2257,4700,3903,1714,1380,644,782,"Bowie County, Texas",1336,1076,555,875,867,601,749,917,381,663,615,1021,997,549,599,291,333
"G4800390","2010",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,"Brazoria County, Texas",103828,5992,3167,3451,4777,5251,4098,3494,5515,4264,7921,10932,14133,12796,6797,6278,4962,"Brazoria County, Texas",2275,1370,889,770,1124,1346,1047,1022,1561,1249,1636,1793,1686,1951,1502,1276,1203
"G4800410","2010",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,"Brazos County, Texas",69950,14257,3487,4806,5262,3965,2900,3149,3007,2214,4544,5795,7032,3361,1783,2484,1904,"Brazos County, Texas",2153,1646,1053,1320,1347,1166,790,1009,898,770,935,1344,1273,792,628,816,601
"G4800610","2010",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,"Cameron County, Texas",115579,16337,11076,12022,9376,5882,7531,7178,4444,4426,9208,9173,7731,5399,2451,2041,1304,"Cameron County, Texas",2921,2312,1978,2049,1758,1158,1599,1368,946,1025,1660,1561,1397,1021,792,593,537
"G4800850","2010",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,"Collin County, Texas",278363,8022,7913,6551,10744,9420,11626,12469,10487,9101,21044,28941,38249,32133,21407,26443,23813,"Collin County, Texas",3503,1461,1510,1264,1985,1691,1868,1982,1706,1796,2576,2666,3267,2339,2365,2338,2060
"G4800910","2010",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,"Comal County, Texas",41058,2216,1561,1035,2218,2594,2640,1274,1626,1236,3022,3905,6359,4285,2396,2336,2355,"Comal County, Texas",1765,746,586,510,652,955,840,577,654,500,879,880,1125,885,680,659,631
"G4800990","2010",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,"Coryell County, Texas",19764,1626,541,953,694,955,1246,1220,1784,1209,857,3178,3181,1000,771,340,209,"Coryell County, Texas",2222,681,278,392,358,469,642,623,755,612,439,940,1123,444,409,289,200
"G4801130","2010",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,"Dallas County, Texas",843416,61052,47102,48747,57811,51270,50874,45424,43566,36278,71642,83613,91748,56616,29934,31405,36334,"Dallas County, Texas",4626,4038,3569,3572,4012,3939,3770,3423,3408,3641,5160,5077,4876,3486,2677,3105,2358
